"site","Lat_Y","Long_X","...1","genotype","master_id","date","tag_id","project","attachment","geno_layout","array","frag_n","size_tle","region","visit_1","1_month_date","n_old_dead_1","n_new_dead_1","n_missing_1","n_broken_1","per_partial_dead_old_1","per_partial_dead_new_1","snails1","disease1","bleach1","condition1","comments1","visit_12","12_month_date","n_old_dead_12","n_new_dead_12","n_missing_12","n_broken_12","per_partial_dead_old_12","per_partial_dead_new_12","snails12","disease12","bleach12","condition12","comments12","month","day","year","monitor_month_1","monitor_day_1","monitor_year_1","monitor_month_12","monitor_day_12","monitor_year_12","1_month_duration","12_month_duration","irma","alive1","propalive1","alive12","propalive12","total_n"
"P-1",24.5529,-81.38015,1068,"3","42109-P-1-171-3",2015-04-15,"171","Restoration","nails/cable ties","mixed/grouped",18,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,10,5,"Y","N","N",1,"0",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,5,1,1580
"P-1",24.5529,-81.38015,1083,"31","42112-P-1-151-31",2015-04-18,"151","Restoration","nails/cable ties","mixed/grouped",16,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,1,0,10,0,"N","N","N",2,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,4,0.8,3605
"P-1",24.5529,-81.38015,1142,"31","42114-P-1-144-31",2015-04-20,"144","Restoration","nails/cable ties","mixed/grouped",15,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,1,0,0,0,10,0,"N","N","N",2,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,4,0.8,3605
"P-1",24.5529,-81.38015,1224,"31","42108-P-1-8-31",2015-04-14,"8","Restoration","nails/cable ties","mixed/grouped",1,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,2,0,15,10,"Y","N","N",3,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,3,0.6,3605
"P-1",24.5529,-81.38015,1239,"31","42112-P-1-185-31",2015-04-18,"185","Restoration","nails/cable ties","mixed/grouped",19,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,1,0,0,"N","N","N",1,NA,12,2016-05-06,5,0,0,0,0,0,"N","N","N",4,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,0,0,3605
"P-1",24.5529,-81.38015,1242,"31","42108-P-1-88-31",2015-04-14,"88","Restoration","nails/cable ties","mixed/grouped",9,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,1,0,0,0,0,0,"N","N","Y",2,"PALE",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,4,0.8,3605
"P-1",24.5529,-81.38015,1296,"31","42112-P-1-14-31",2015-04-18,"14","Restoration","nails/cable ties","mixed/grouped",2,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,1,0,20,5,"Y","N","N",2,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,4,0.8,3605
"P-1",24.5529,-81.38015,1333,"31","42114-P-1-125-31",2015-04-20,"125","Restoration","nails/cable ties","mixed/grouped",13,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,1,0,0,"N","N","N",1,NA,12,2016-05-06,4,0,0,0,95,0,"N","N","N",3,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,1,0.2,3605
"P-1",24.5529,-81.38015,1459,"31","42112-P-1-13-31",2015-04-18,"13","Restoration","nails/cable ties","mixed/grouped",2,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,2,0,0,0,50,10,"Y","N","N",3,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,3,0.6,3605
"P-1",24.5529,-81.38015,1490,"31","42114-P-1-194-31",2015-04-20,"194","Restoration","nails/cable ties","mixed/grouped",20,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,2,0,0,"N","N","N",1,NA,12,2016-05-06,3,0,1,0,80,10,"N","N","Y",3,"PALE",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,1,0.2,3605
"P-1",24.5529,-81.38015,1519,"31","42108-P-1-50-31",2015-04-14,"50","Restoration","nails/cable ties","mixed/grouped",5,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,1,1,0,50,"N","N","Y",3,"PALE",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,4,0.8,3605
"P-1",24.5529,-81.38015,1539,"31","42112-P-1-12-31",2015-04-18,"12","Restoration","nails/cable ties","mixed/grouped",2,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,5,0,"N","N","N",2,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,3605
"P-1",24.5529,-81.38015,1544,"31","42112-P-1-16-31",2015-04-18,"16","Restoration","nails/cable ties","mixed/grouped",2,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,1,0,0,0,80,2,"N","N","N",3,"ALGAE",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,4,0.8,3605
"P-1",24.5529,-81.38015,1578,"31","42112-P-1-11-31",2015-04-18,"11","Restoration","nails/cable ties","mixed/grouped",2,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,2,0,2,0,25,15,"N","N","N",3,"ALGAE",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,1,0.2,3605
"P-1",24.5529,-81.38015,1598,"31","42114-P-1-162-31",2015-04-20,"162","Restoration","nails/cable ties","mixed/grouped",17,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,"no tag",12,2016-05-06,0,0,1,1,30,0,"N","N","N",2,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,4,0.8,3605
"P-1",24.5529,-81.38015,1629,"31","42112-P-1-15-31",2015-04-18,"15","Restoration","nails/cable ties","mixed/grouped",2,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,5,0,0,0,0,0,"N","N","N",4,"ALGAE",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,0,0,3605
"P-1",24.5529,-81.38015,1630,"31","42112-P-1-19-31",2015-04-18,"19","Restoration","nails/cable ties","mixed/grouped",2,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,3,0,1,0,30,0,"Y","N","N",3,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,1,0.2,3605
"P-1",24.5529,-81.38015,1671,"31","42112-P-1-20-31",2015-04-18,"20","Restoration","nails/cable ties","mixed/grouped",2,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,1,0,1,0,40,10,"N","N","N",3,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,3,0.6,3605
"P-1",24.5529,-81.38015,1687,"31","42114-P-1-77-31",2015-04-20,"77","Restoration","nails/cable ties","mixed/grouped",8,5,"25-50","Lower Keys",1,2015-06-22,2,0,0,0,0,0,"N","N","N",2,"light",12,2016-05-06,4,0,0,0,0,30,"N","N","Y",3,"PALE",4,20,2015,6,22,2015,5,6,2016,63,382,0,3,0.6,1,0.2,3605
"P-1",24.5529,-81.38015,1741,"31","42112-P-1-17-31",2015-04-18,"17","Restoration","nails/cable ties","mixed/grouped",2,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,5,0,"N","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,3605
"P-1",24.5529,-81.38015,1771,"31","42112-P-1-18-31",2015-04-18,"18","Restoration","nails/cable ties","mixed/grouped",2,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,1,0,2,0,10,0,"N","N","N",2,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,2,0.4,3605
"P-1",24.5529,-81.38015,1800,"34","42108-P-1-46-34",2015-04-14,"46","Restoration","nails/cable ties","mixed/grouped",5,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,1,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,0,15,"N","N","N",2,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,5,1,1575
"P-1",24.5529,-81.38015,1805,"34","42112-P-1-152-34",2015-04-18,"152","Restoration","nails/cable ties","mixed/grouped",16,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,2,0,0,"N","N","N",1,NA,12,2016-05-06,2,0,0,0,10,0,"N","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,3,0.6,1575
"P-1",24.5529,-81.38015,1882,"34","42112-P-1-190-34",2015-04-18,"190","Restoration","nails/cable ties","mixed/grouped",19,5,"25-50","Lower Keys",1,2015-06-22,2,0,0,0,0,0,"N","N","N",2,NA,12,2016-05-06,5,0,0,0,0,0,"N","N","N",4,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,3,0.6,0,0,1575
"P-1",24.5529,-81.38015,1913,"34","42108-P-1-5-34",2015-04-14,"5","Restoration","nails/cable ties","mixed/grouped",1,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,1,0,0,0,10,0,"N","N","N",1,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,4,0.8,1575
"P-1",24.5529,-81.38015,1927,"34","42112-P-1-95-34",2015-04-18,"95","Restoration","nails/cable ties","mixed/grouped",10,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,"no tag (couldn't differentiate btw 93/95)",12,2016-05-06,0,0,0,0,0,0,"N","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,1575
"P-1",24.5529,-81.38015,1956,"34","42114-P-1-150-34",2015-04-20,"150","Restoration","nails/cable ties","mixed/grouped",15,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,5,0,"N","N","N",1,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,5,1,1575
"P-1",24.5529,-81.38015,1962,"34","42112-P-1-93-34",2015-04-18,"93","Restoration","nails/cable ties","mixed/grouped",10,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,"no tag",12,2016-05-06,2,0,3,0,0,0,"N","N","N",4,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,0,0,1575
"P-1",24.5529,-81.38015,1974,"34","42112-P-1-92-34",2015-04-18,"92","Restoration","nails/cable ties","mixed/grouped",10,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,10,0,"N","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,1575
"P-1",24.5529,-81.38015,1994,"34","42112-P-1-91-34",2015-04-18,"91","Restoration","nails/cable ties","mixed/grouped",10,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,0,0,"N","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,1575
"P-1",24.5529,-81.38015,2001,"34","42114-P-1-130-34",2015-04-20,"130","Restoration","nails/cable ties","mixed/grouped",13,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,10,0,"N","N","N",1,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,5,1,1575
"P-1",24.5529,-81.38015,2007,"34","42112-P-1-100-34",2015-04-18,"100","Restoration","nails/cable ties","mixed/grouped",10,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,2,0,0,"N","N","N",1,NA,12,2016-05-06,2,0,2,0,40,0,"N","N","N",3,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,1,0.2,1575
"P-1",24.5529,-81.38015,2029,"34","42108-P-1-86-34",2015-04-14,"86","Restoration","nails/cable ties","mixed/grouped",9,5,"25-50","Lower Keys",1,2015-06-22,0,0,1,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,1,0,0,0,"N","N","N",1,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,4,0.8,4,0.8,1575
"P-1",24.5529,-81.38015,2063,"34","42112-P-1-98-34",2015-04-18,"98","Restoration","nails/cable ties","mixed/grouped",10,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,0,0,"N","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,1575
"P-1",24.5529,-81.38015,2088,"34","42114-P-1-197-34",2015-04-20,"197","Restoration","nails/cable ties","mixed/grouped",20,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,20,0,"N","N","N",2,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,5,1,1575
"P-1",24.5529,-81.38015,2094,"34","42114-P-1-80-34",2015-04-20,"80","Restoration","nails/cable ties","mixed/grouped",8,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,1,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,1,0,0,0,"N","N","N",1,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,4,0.8,1575
"P-1",24.5529,-81.38015,2096,"34","42112-P-1-96-34",2015-04-18,"96","Restoration","nails/cable ties","mixed/grouped",10,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,0,0,"N","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,1575
"P-1",24.5529,-81.38015,2099,"34","42112-P-1-94-34",2015-04-18,"94","Restoration","nails/cable ties","mixed/grouped",10,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,1,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,0,0,"N","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,1575
"P-1",24.5529,-81.38015,2101,"34","42112-P-1-99-34",2015-04-18,"99","Restoration","nails/cable ties","mixed/grouped",10,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,1,0,0,"N","N","N",1,NA,12,2016-05-06,1,0,2,0,0,0,"N","N","N",3,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,2,0.4,1575
"P-1",24.5529,-81.38015,2107,"34","42112-P-1-97-34",2015-04-18,"97","Restoration","nails/cable ties","mixed/grouped",10,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,1,0,0,"N","N","N",1,NA,12,2016-05-06,1,0,0,0,35,0,"N","N","N",2,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,4,0.8,1575
"P-1",24.5529,-81.38015,2109,"34","42114-P-1-170-34",2015-04-20,"170","Restoration","nails/cable ties","mixed/grouped",17,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,1,0,5,0,"N","N","N",1,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,4,0.8,1575
"P-1",24.5529,-81.38015,2261,"38","42112-P-1-182-38",2015-04-18,"182","Restoration","nails/cable ties","mixed/grouped",19,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,20,20,"Y","N","N",2,"CYANO",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,1105
"P-1",24.5529,-81.38015,2270,"38","42112-P-1-155-38",2015-04-18,"155","Restoration","nails/cable ties","mixed/grouped",16,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,20,10,"N","N","Y",2,"PALE",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,1105
"P-1",24.5529,-81.38015,2465,"4","42109-P-1-134-4",2015-04-15,"134","Restoration","nails/cable ties","mixed/grouped",14,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,15,0,"N","N","N",1,"0",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,5,1,605
"P-1",24.5529,-81.38015,2469,"4","42112-P-1-181-4",2015-04-18,"181","Restoration","nails/cable ties","mixed/grouped",19,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,10,0,"N","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,5,1,605
"P-1",24.5529,-81.38015,2470,"4","42112-P-1-159-4",2015-04-18,"159","Restoration","nails/cable ties","mixed/grouped",16,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,1,0,10,0,"N","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,4,0.8,605
"P-1",24.5529,-81.38015,2482,"4","42108-P-1-44-4",2015-04-14,"44","Restoration","nails/cable ties","mixed/grouped",5,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,3,0,0,50,"N","N","N",3,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,2,0.4,605
"P-1",24.5529,-81.38015,2483,"4","42109-P-1-110-4",2015-04-15,"110","Restoration","nails/cable ties","mixed/grouped",11,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,5,"Y","N","N",1,NA,12,2016-05-06,0,0,1,0,10,0,"N","N","Y",2,"PALE",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,4,0.8,605
"P-1",24.5529,-81.38015,2496,"4","42108-P-1-1-4",2015-04-14,"1","Restoration","nails/cable ties","mixed/grouped",1,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,2,0,3,0,0,0,"N","N","N",4,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,0,0,605
"P-1",24.5529,-81.38015,2502,"4","42109-P-1-173-4",2015-04-15,"173","Restoration","nails/cable ties","mixed/grouped",18,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,1,0,0,0,10,10,"Y","N","N",2,"CYANO",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,4,0.8,605
"P-1",24.5529,-81.38015,2531,"4","42109-P-1-59-4",2015-04-15,"59","Restoration","nails/cable ties","mixed/grouped",6,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,0,30,"N","N","N",2,"0",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,5,1,605
"P-1",24.5529,-81.38015,2536,"4","42109-P-1-30-4",2015-04-15,"30","Restoration","nails/cable ties","mixed/grouped",3,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,2,0,0,"N","N","Y",2,"pale",12,2016-05-06,0,0,5,0,0,0,"N","N","N",4,"0",4,15,2015,6,22,2015,5,6,2016,68,387,0,5,1,0,0,605
"P-1",24.5529,-81.38015,2538,"4","42108-P-1-84-4",2015-04-14,"84","Restoration","nails/cable ties","mixed/grouped",9,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,15,0,"N","N","N",2,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,5,1,605
"P-1",24.5529,-81.38015,2610,"41","42112-P-1-188-41",2015-04-18,"188","Restoration","nails/cable ties","mixed/grouped",19,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,4,0,0,0,80,0,"N","N","N",3,"CYANO",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,1,0.2,1565
"P-1",24.5529,-81.38015,2619,"41","42112-P-1-157-41",2015-04-18,"157","Restoration","nails/cable ties","mixed/grouped",16,5,"25-50","Lower Keys",1,2015-06-22,0,0,1,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,1,0,10,0,"N","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,4,0.8,4,0.8,1565
"P-1",24.5529,-81.38015,2672,"41","42114-P-1-164-41",2015-04-20,"164","Restoration","nails/cable ties","mixed/grouped",17,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,1,0,0,0,30,0,"N","N","N",1,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,4,0.8,1565
"P-1",24.5529,-81.38015,2681,"41","42108-P-1-48-41",2015-04-14,"48","Restoration","nails/cable ties","mixed/grouped",5,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,1,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,1,0,15,"N","N","N",2,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,5,1,1565
"P-1",24.5529,-81.38015,2724,"41","42108-P-1-3-41",2015-04-14,"3","Restoration","nails/cable ties","mixed/grouped",1,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,10,5,"N","N","N",2,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,5,1,1565
"P-1",24.5529,-81.38015,2733,"41","42108-P-1-90-41",2015-04-14,"90","Restoration","nails/cable ties","mixed/grouped",9,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,5,0,"N","N","N",1,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,5,1,1565
"P-1",24.5529,-81.38015,2745,"41","42114-P-1-72-41",2015-04-20,"72","Restoration","nails/cable ties","mixed/grouped",8,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,0,40,"N","N","N",3,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,5,1,1565
"P-1",24.5529,-81.38015,2823,"41","42114-P-1-196-41",2015-04-20,"196","Restoration","nails/cable ties","mixed/grouped",20,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",2,"light",12,2016-05-06,3,0,0,0,10,10,"Y","N","N",2,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,2,0.4,1565
"P-1",24.5529,-81.38015,2856,"41","42114-P-1-143-41",2015-04-20,"143","Restoration","nails/cable ties","mixed/grouped",15,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,5,0,"N","N","N",1,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,5,1,1565
"P-1",24.5529,-81.38015,2870,"41","42114-P-1-129-41",2015-04-20,"129","Restoration","nails/cable ties","mixed/grouped",13,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,2,0,5,0,"N","N","N",1,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,3,0.6,1565
"P-1",24.5529,-81.38015,2923,"44","42108-P-1-9-44",2015-04-14,"9","Restoration","nails/cable ties","mixed/grouped",1,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,2,0,5,0,"N","N","N",1,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,3,0.6,1240
"P-1",24.5529,-81.38015,2959,"44","42114-P-1-126-44",2015-04-20,"126","Restoration","nails/cable ties","mixed/grouped",13,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,"no tag",12,2016-05-06,2,0,0,0,0,0,"N","N","N",1,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,3,0.6,1240
"P-1",24.5529,-81.38015,2981,"44","42112-P-1-154-44",2015-04-18,"154","Restoration","nails/cable ties","mixed/grouped",16,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,1,0,0,"N","N","N",1,NA,12,2016-05-06,1,0,0,0,20,0,"N","N","N",1,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,4,0.8,1240
"P-1",24.5529,-81.38015,2990,"44","42114-P-1-74-44",2015-04-20,"74","Restoration","nails/cable ties","mixed/grouped",8,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,0,10,"N","N","N",2,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,5,1,1240
"P-1",24.5529,-81.38015,2991,"44","42114-P-1-195-44",2015-04-20,"195","Restoration","nails/cable ties","mixed/grouped",20,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,20,10,"Y","N","N",2,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,5,1,1240
"P-1",24.5529,-81.38015,2993,"44","42114-P-1-142-44",2015-04-20,"142","Restoration","nails/cable ties","mixed/grouped",15,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,1,0,5,0,"N","N","N",1,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,4,0.8,1240
"P-1",24.5529,-81.38015,3054,"44","42108-P-1-45-44",2015-04-14,"45","Restoration","nails/cable ties","mixed/grouped",5,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,0,30,"N","N","N",2,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,5,1,1240
"P-1",24.5529,-81.38015,3104,"44","42108-P-1-87-44",2015-04-14,"87","Restoration","nails/cable ties","mixed/grouped",9,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,3,0,0,0,"N","N","N",1,"0",4,14,2015,6,22,2015,5,6,2016,69,388,0,5,1,2,0.4,1240
"P-1",24.5529,-81.38015,3109,"44","42112-P-1-186-44",2015-04-18,"186","Restoration","nails/cable ties","mixed/grouped",19,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,3,0,2,0,0,0,"N","N","N",4,"0",4,18,2015,6,22,2015,5,6,2016,65,384,0,5,1,0,0,1240
"P-1",24.5529,-81.38015,3129,"44","42114-P-1-169-44",2015-04-20,"169","Restoration","nails/cable ties","mixed/grouped",17,5,"25-50","Lower Keys",1,2015-06-22,0,0,0,0,0,0,"N","N","N",1,NA,12,2016-05-06,0,0,0,0,5,0,"N","N","N",1,"0",4,20,2015,6,22,2015,5,6,2016,63,382,0,5,1,5,1,1240
